school_code,AgeID,school_name,street,town_suburb,postcode,student_number,indigenous_pct,lbote_pct,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,support_classes,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,date_1st_teacher,lga,electorate,fed_electorate,operational_directorate,principal_network,facs_district,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude,date_extracted
4656,30331,Anzac Park Public School,2 Anzac Avenue,Cammeray,2062,77,0,41,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9922 3288,anzacpark-p.school@det.nsw.edu.au,,N,27/1/16,North Sydney (A),Willoughby,North Sydney,Macquarie Park,North Sydney,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.826566,151.210731,7/3/17
4657,30332,Spring Farm Public School,Barley Road,Spring Farm,2570,96,np,16,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,02 4658 3057,springfarm-p.school@det.nsw.edu.au,,N,27/1/16,Camden (A),Camden,Hume,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.069638,150.714957,7/3/17
4658,99994658,Lindfield Learning Village,99 Eton Road,Lindfield,2070,,,,,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Y,N,N,Coed,,,,N,,Ku-ring-gai (A),Not Known,Not Known,Unassigned,Unassigned,,,,,-33.786703,151.161114,7/3/17
5103,8586,Arncliffe West Infants School,Loftus St,Arncliffe ,2205,74,0,98,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,Y,N,N,Coed,9567 7062,arncliffew-p.school@det.nsw.edu.au,9567 2869,N,1/7/12,Rockdale (C),Rockdale,Barton,Ultimo,Georges River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.931832,151.14516,7/3/17
5104,7590,Australia Street Infants School,Australia St,Newtown ,2042,131,0,27,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,Y,N,N,Coed,9557 5377,australist-p.school@det.nsw.edu.au,9550 1461,N,1889-09-01,Marrickville (A),Newtown,Sydney,Ultimo,Marrickville,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.895783,151.177607,7/3/17
5109,8562,Canterbury South Public School,High St,Canterbury ,2193,265,3,66,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9789 5255,canterburs-p.school@det.nsw.edu.au,9718 8006,N,1/5/26,Canterbury (C),Canterbury,Barton,Ultimo,Canterbury,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.917776,151.116013,7/3/17
5112,7607,Taverners Hill Infants School,Elswick St,Petersham ,2049,78,np,30,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,9569 6396,tavernersh-p.school@det.nsw.edu.au,9564 2120,N,1/8/03,Marrickville (A),Newtown,Grayndler,Ultimo,Marrickville,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.888955,151.157199,7/3/17
5114,8582,Ferncourt Public School,Premier St,Marrickville ,2204,440,1,33,1137,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9558 3978,ferncourt-p.school@det.nsw.edu.au,9559 3268,N,1/3/22,Marrickville (A),Summer Hill,Barton,Ultimo,Marrickville,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.921393,151.151497,7/3/17
5116,9421,Glen Innes West Infants School,Coronation Ave,Glen Innes ,2370,37,27,np,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,6732 2459,gleninnesw-p.school@det.nsw.edu.au,6732 3360,N,1/1/26,Glen Innes Severn (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-29.738734,151.723882,7/3/17
5118,8565,Harcourt Public School,First Ave,Campsie ,2194,563,1,93,1037,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9718 5929,harcourt-p.school@det.nsw.edu.au,9718 7234,N,1/7/26,Canterbury (C),Canterbury,Watson,Ultimo,Strathfield,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.90897,151.095803,7/3/17
5120,7775,Yeo Park Infants School,Victoria St,Ashfield,2131,76,np,30,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,9798 7560,yeoparkinf-p.school@det.nsw.edu.au,9716 8006,N,1/8/18,Ashfield (A),Summer Hill,Watson,Ultimo,Canterbury,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.902692,151.130055,7/3/17
5126,8140,Merrylands East Public School,Myee St,Merrylands ,2160,360,2,88,976,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9637 2638,merrylande-p.school@det.nsw.edu.au,9897 1482,N,1/3/29,Holroyd (C),Granville,McMahon,Macquarie Park,Holroyd,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.841954,150.98929,7/3/17
5128,9159,Nillo Infants School,37 Belmore Road,Lorn,2320,59,np,np,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,4933 5323,nilloinf-p.school@det.nsw.edu.au,4934 5074,N,1/1/20,Maitland (C),Maitland,Lyne,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.727541,151.559611,7/3/17
5132,7601,Russell Lea Public School,Lithgow St,Five Dock ,2046,156,0,27,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9713 8267,russelllea-p.school@det.nsw.edu.au,9713 4673,N,1/5/31,Canada Bay (A),Drummoyne,Reid,Ultimo,Strathfield,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.861418,151.142572,7/3/17
5133,9308,Stanford Merthyr Infants School,Maitland St,Stanford Merthyr ,2327,68,16,np,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,4937 1192,stanmerthi-p.school@det.nsw.edu.au,4936 1178,N,1/5/03,Cessnock (C),Cessnock,Paterson,Tamworth & Coffs Harbour,Hunter,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.823423,151.495438,7/3/17
5141,16242,Kyeemagh Infants School,Beehag St,Rockdale ,2216,61,np,58,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,9567 5819,kyeemaghin-p.school@det.nsw.edu.au,9567 2967,N,1/3/42,Rockdale (C),Rockdale,Barton,Ultimo,Botany Bay,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.94902,151.162305,7/3/17
5148,8591,Bardwell Park Infants School,4 Crewe Lane,Bardwell Park ,2207,60,0,64,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,9567 8754,bardwelpki-p.school@det.nsw.edu.au,9567 2952,N,1/9/43,Rockdale (C),Rockdale,Barton,Ultimo,Canterbury,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.933428,151.12555,7/3/17
5166,9733,Casino West Public School,Hotham St,Casino ,2470,235,43,np,774,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,6662 1916,casinowest-p.school@det.nsw.edu.au,6662 6373,N,1/1/52,Richmond Valley (A),Clarence,Page,Tamworth & Coffs Harbour,Clarence Valley,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.85478,153.036779,7/3/17
5188,8150,Sefton Infants School,180-194 Rodd St,Sefton ,2162,90,0,88,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,Y,N,N,Coed,9644 4079,seftoninf-p.school@det.nsw.edu.au,9743 7175,N,1/1/52,Bankstown (C),Bankstown,Blaxland,Ultimo,Bankstown,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.889237,151.009588,7/3/17
5191,4917,Hornsby South Public School,Clarke Rd,Hornsby ,2077,588,np,72,1126,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9489 2410,hornsbysth-p.school@det.nsw.edu.au,9489 2495,N,1/4/52,Hornsby (A),Hornsby,Berowra,Macquarie Park,Hornsby,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.713499,151.095148,7/3/17
5195,8633,Hurstville Grove Infants School,81 Landsdowne St,Penshurst ,2222,51,0,60,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,9580 5361,hurstvilgr-p.school@det.nsw.edu.au,9580 6375,N,1/9/51,Kogarah (C),Oatley,Banks,Ultimo,Georges River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.973128,151.090536,7/3/17
5212,4412,Beauty Point Public School,17 Medusa St,Mosman ,2088,311,0,28,1185,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9969 4260,beautypt-p.school@det.nsw.edu.au,9968 1210,N,1/5/51,Mosman (A),North Shore,Warringah,Macquarie Park,North Sydney,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.812008,151.241883,7/3/17
5220,8520,Lansvale Public School,Chancery St,Canley Vale ,2166,664,np,94,948,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9724 5252,lansvale-p.school@det.nsw.edu.au,9754 1572,N,1/1/61,Fairfield (C),Cabramatta,Fowler,Ultimo,Fairfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.890977,150.953555,7/3/17
5236,7792,Granville East Public School,210 The Trongate,Granville ,2142,357,2,96,936,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9637 1562,granvillee-p.school@det.nsw.edu.au,9897 3857,N,1/10/54,Parramatta (C),Auburn,Parramatta,Macquarie Park,Holroyd,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.84827,151.009981,7/3/17
5238,9717,Westlawn Public School,North St,Grafton ,2460,520,10,2,971,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6642 7466,westlawn-p.school@det.nsw.edu.au,6643 1679,N,1/1/55,Clarence Valley (A),Clarence,Page,Tamworth & Coffs Harbour,Clarence Valley,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-29.670687,152.929873,7/3/17
5241,8558,Mount Lewis Infants School,Noble Ave,Greenacre ,2190,172,0,95,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,9790 4650,mtlewisinf-p.school@det.nsw.edu.au,9790 1067,N,1/7/52,Bankstown (C),Lakemba,Watson,Ultimo,Canterbury,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.916084,151.04976,7/3/17
5242,10973,Mulyan Public School,Lachlan St,Cowra ,2794,341,22,np,913,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6342 2531,mulyan-p.school@det.nsw.edu.au,6341 1254,N,1/5/53,Cowra (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Orange,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.822374,148.687266,7/3/17
5246,8576,Bankstown South Infants School,Stacey St,Bankstown ,2200,122,np,92,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,Y,N,N,Coed,9790 6176,bankstowsi-p.school@det.nsw.edu.au,9790 0427,N,1/1/50,Bankstown (C),Bankstown,Watson,Ultimo,Bankstown,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.93123,151.038402,7/3/17
5247,9146,New Lambton Heights Infants School,176 Lookout Rd,New Lambton Heights ,2305,76,np,9,,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,4957 2744,newlambhti-p.school@det.nsw.edu.au,4956 2432,N,1/1/51,Newcastle (C),Wallsend,Newcastle,Tamworth & Coffs Harbour,Newcastle,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.934855,151.688027,7/3/17
5251,7789,Homebush West Public School,20 Exeter Road,Homebush West,2140,514,np,94,1066,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9746 9304,homebushw-p.school@det.nsw.edu.au,9746 2148,N,1/8/12,Strathfield (A),Strathfield,Reid,Ultimo,Strathfield,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.866461,151.06671,7/3/17
5260,9002,Cardiff North Public School,Wansbeck Valley Rd,Cardiff ,2285,150,8,9,983,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4954 0404,cardiffnth-p.school@det.nsw.edu.au,4956 5530,N,1/9/56,Lake Macquarie (C),Wallsend,Shortland,Tamworth & Coffs Harbour,Lake Macquarie East,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.937812,151.665723,7/3/17
5265,11001,Bletchington Public School,139 Matthews Avenue,Orange,2800,629,13,8,963,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6362 3422,bletchingt-p.school@det.nsw.edu.au,6361 7532,N,1/1/57,Orange (C),Orange,Calare,Dubbo & Wagga Wagga,Orange,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.268526,149.10357,7/3/17
5272,4417,Heathcote East Public School,Mimosa St,Heathcote ,2233,127,np,5,1036,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9520 9034,heathcotee-p.school@det.nsw.edu.au,9520 0262,N,1/5/61,Sutherland Shire (A),Heathcote,Hughes,Ultimo,Woronora River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.082071,151.020259,7/3/17
5302,16275,School of the Air,Lane St,Broken Hill ,2880,124,np,np,997,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,S,N,Coed,08 8087 3565,schoolair-p.school@det.nsw.edu.au,08 8088 5998,Y,1/1/56,Broken Hill (C),Barwon,Parkes,Dubbo & Wagga Wagga,Far West,"Murrumbidgee, Far West & Western NSW",Far West,Western 3,Outer Regional Australia,-31.945382,141.472,7/3/17
5401,16229,Glenfield Park School,Roy Watts Rd,Glenfield ,2167,50,22,24,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,N,N,N,Coed,9827 6120,glenfldpk-s.school@det.nsw.edu.au,9827 6182,N,1/3/27,Campbelltown (C),Macquarie Fields,Werriwa,Ultimo,Glenfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.967931,150.878601,7/3/17
5405,16228,Fisher Road School,115 Fisher Rd,Dee Why ,2099,57,np,30,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,N,N,N,Coed,9981 5222,fisherrd-s.school@det.nsw.edu.au,9982 5439,N,1/6/53,Warringah (A),Wakehurst,Mackellar,Macquarie Park,Warringah,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.746131,151.287466,7/3/17
5407,16209,Cromehurst School,8 Nelson Rd,Lindfield ,2070,59,0,41,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,N,N,N,Coed,9416 9281,cromehurst-s.school@det.nsw.edu.au,9416 1393,N,1/8/54,Ku-ring-gai (A),Davidson,Bradfield,Macquarie Park,Ku-Ring-Gai,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.773952,151.172207,7/3/17
5411,5850,Rowland Hassall School,Cnr Hassall & Harris Sts,Parramatta,2150,52,15,44,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,N,N,N,Coed,9635 6363,rowlandhas-s.school@det.nsw.edu.au,9687 1430,N,1/5/55,Parramatta (C),Parramatta,Parramatta,Macquarie Park,Parramatta,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.817205,151.010682,7/3/17
5423,24742,John Brotchie Nursery School,1361 Botany Rd,Botany ,2019,,,,,Other School,Not Selective,N,Comprehensive,Nursery school (similar to a Pre school),,Y,N,N,Coed,9316 8825,johnbrotch-p.school@det.nsw.edu.au,9316 4067,N,1/2/56,Botany Bay (C),Maroubra,Kingsford Smith,Ultimo,Botany Bay,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.942627,151.196138,7/3/17
5428,15118,Field of Mars Environmental Education Centre,Pittwater Rd,East Ryde,2113,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,N,N,N,Coed,9816 1298,fieldofmar-e.school@det.nsw.edu.au,9816 3279,N,27/4/87,Ryde (C),Lane Cove,Bennelong,Macquarie Park,Hornsby,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.816092,151.132849,7/3/17
5429,24079,Camden Park Environmental Education Centre,Finns Rd & Remembrance Drive,Menangle ,2568,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,N,N,N,Coed,4636 6313,camdenpk-e.school@det.nsw.edu.au,4636 6342,N,28/1/00,Wollondilly (A),Wollondilly,Hume,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Inner Regional Australia,-34.120004,150.709685,7/3/17
5430,24082,Georges River Environmental Education Centre,Central Ave,Chipping Norton ,2170,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,N,N,N,Coed,9755 3189,georgesriv-e.school@det.nsw.edu.au,9755 3190,N,28/1/00,Liverpool (C),Holsworthy,Fowler,Ultimo,Glenfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.910278,150.961511,7/3/17
5453,16264,Putland School,Great Western Hwy & Water St,Werrington,2747,48,38,32,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Juvenile Justice establishment,,N,N,N,Coed,9623 8322,putland-s.school@det.nsw.edu.au,9623 3576,N,1/6/80,Penrith (C),Londonderry,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.764297,150.750385,7/3/17
5454,16225,Dorchester School,Briar Rd,Campbelltown ,2560,48,54,np,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Juvenile Justice establishment,,N,N,N,Boys,46215402,dorchester-s.school@det.nsw.edu.au,4621 5479,N,1/8/73,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.088474,150.826331,7/3/17
5456,16188,Girrakool School,Pacific Hwy,Kariong ,2250,77,35,19,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Juvenile Justice establishment,,N,N,N,Boys,4340 1353,girrakool-s.school@det.nsw.edu.au,4340 2527,N,1/7/13,Gosford (C),Gosford,Robertson,Macquarie Park,Gosford,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.4237,151.296,7/3/17
5458,24093,Wetlands Environmental Education Centre,Sandgate Rd,Shortland ,2307,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,N,N,N,Coed,4955 8673,wetlands-e.school@det.nsw.edu.au,4950 0497,N,1/8/00,Newcastle (C),Wallsend,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.876107,151.696132,7/3/17
5459,22759,Tallowood School,44-68 Redden Dr,Kellyville ,2155,97,7,40,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,N,N,N,Coed,9836 3810,Tallowood-s.school@det.nsw.edu.au,9836 3973,N,27/1/04,The Hills Shire (A),Castle Hill,Mitchell,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.707054,150.95217,7/3/17
5460,22743,Green Square School,237 Botany Rd,Waterloo ,2017,26,50,,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Behaviour Disorder,,N,N,N,Coed,9319 1759,Greensq-s.school@det.nsw.edu.au,9310 3670,N,13/10/03,Sydney (C),Heffron,Sydney,Ultimo,Marrickville,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.904025,151.203108,7/3/17
5504,22858,Royal Far West School,22 Wentworth St,Manly ,2095,,,,,Schools for Specific Purposes,Not Selective,N,Comprehensive,Debilitated by physical difficulties,,N,N,N,Coed,9977 2452,royalfarwe-s.school@det.nsw.edu.au,9976 2744,N,1/1/30,Manly (A),Manly,Warringah,Macquarie Park,Warringah,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.798519,151.288476,7/3/17
